x,y,w,h
0.47371581792711964,0.4271435205241458,0.1812940303236371,0.29933282265273403
0.472483573031122,0.4265787416134803,0.1748247446196501,0.29471190429274347
0.3254613538774164,0.41923661577482846,0.183835535421632,0.3140170743300383
0.3169896702174333,0.4316617518094702,0.19400155581361178,0.3094988430447138
0.3238440324514195,0.4450624150534432,0.19022780581961932,0.31524931922603583
0.33448614746230737,0.431386363745592,0.1771352037996455,0.3024601108357583
0.33728670404412,0.42205117513955004,0.17783534294509856,0.3071277051387794
0.3161425018514349,0.4245250001201511,0.18329642827963327,0.29573877503940804
0.30998127737144726,0.42760561236014494,0.18714719357962545,0.28547006757276194
0.3169126549114333,0.42760561236014494,0.19253826499961474,0.28238945533276827
0.31278183395325987,0.4183170996971334,0.19113798670870843,0.284723252484279
0.3116616113205349,0.4226112864559126,0.19743923901778665,0.2660528752721948
0.30536035901145653,0.42452500012015115,0.21718316291956533,0.2577445574128175
0.3120816948078068,0.43325340146680025,0.2121421610723027,0.2585847243873615
0.32230372633142257,0.42144438788015726,0.19715918335960544,0.3162761899727004
0.32207268041342296,0.41923661577482835,0.1906128823496184,0.30159193829539593
0.3261544916314146,0.5323464285199351,0.21641300985956682,0.28855067981275556
0.450919287351165,0.5261852040399475,0.19638903029960686,0.27828197234610974
0.4355162261511956,0.5600719386798796,0.20409056089959132,0.26904013562612705
0.4362863792111945,0.5785556121198429,0.20871147925958225,0.27109387711945737
0.3995990879894498,0.5602119665089705,0.23384647458135022,0.29685899767213314
0.4147220935312377,0.5046209183599908,0.22103392821955758,0.28855067981275584
0.43110534953484136,0.48366341993942696,0.21354243936320905,0.2781886204600492
0.44020715842573277,0.469660637030364,0.20794132619958375,0.2819226959024667
0.45140938475298253,0.4547243352606969,0.20023979559959962,0.2800556581812577
0.4570104979166082,0.4472561843758637,0.19533882158142718,0.27632158273884144
0.45771063706206094,0.4425885900728426,0.1911379867087085,0.27352102615702883
0.4626116110802328,0.4304528448849878,0.18693715183598947,0.2744545450176325
0.46555219549113586,0.4286324831068095,0.18252627521963474,0.28444319682609737
0.4635497975351399,0.4440868878441119,0.18891854561762195,0.29255547572474805
