x,y,w,h
0.6458836230127086,0.01491016324157016,0.214333596597571,0.3255385641076151
0.6433421179147135,0.05083010195989827,0.21856943842756238,0.3309604416500042
0.2106315326316461,0.4296593538534739,0.23489668329952984,0.3532435368526264
0.09149418352781685,0.37970209202824046,0.2693995403874606,0.37049496539659155
0.11205194095184337,0.37523520428024915,0.26724311181946486,0.3707003395459244
0.07508459407191742,0.38858452398688953,0.26955357099946037,0.3645391150659371
0.6912070420706838,0.34853656486696993,0.2048607139595899,0.3111418362393772
0.7342971943005315,0.2140164970539058,0.2264249996395469,0.33886734639932187
0.7242852045205516,0.21196275556057653,0.23104591799953766,0.3419479586393156
0.6580520413606841,0.012322448959975328,0.20794132619958347,0.3183299314660291
0.7004104596605985,0.026698639413279896,0.22488469351954957,0.3255180266926818
0.6880880107006238,0.19953761952593452,0.2248846935195495,0.3708030266205908
0.6795777308647075,0.22495267050588386,0.21094492313357743,0.3614585028259432
0.6642516849707384,0.25098384393383155,0.21564285679956785,0.34092108789265063
0.6550098482507565,0.27870935409377595,0.2264249996395467,0.3244911559460171
0.6626343635447415,0.2712645411804578,0.21179209149957615,0.34225601986331505
0.6935175012506793,0.29103180305375154,0.22565484657954815,0.3388673463993215
0.6688341842006623,0.26844064662713,0.22180408127955573,0.35632414909261967
0.6496187768307674,0.30540799350705616,0.21102193843957764,0.3337329926659985
0.6782544678798011,0.2764222328852961,0.2240445265450063,0.34913605386596785
0.06692630091386605,0.28481923503643053,0.2693995403874608,0.38517921707389563
0.07285647947585418,0.28030100375110645,0.2693995403874607,0.3863087748952266
0.1145164307438385,0.29272613978574813,0.2541505097994913,0.38066098578857127
0.21140168569164447,0.40604132668018794,0.22719515269954507,0.3614585028259434
0.21140168569164458,0.4060413266801881,0.22873545881954216,0.3645391150659371
