x,y,w,h
0.8376283222993013,0.45414503546415447,0.11839601499009289,0.32474335540139826
0.7838026329972324,0.4558907670770217,0.13605523957932789,0.3118709144695091
0.7610985207884781,0.45312335041476054,0.1575733160756846,0.39308612182321334
0.7912577146180176,0.40494770933499036,0.1509654028208979,0.41127200274664366
0.7788890564744423,0.14136539172738444,0.17621102012764736,0.2801303396901061
0.8119286227483744,0.1289402556927424,0.12876959163174367,0.3422560198633139
0.8047276916373906,0.1413653917273844,0.1406299487557185,0.3298308838286731
0.8369200895453263,0.35027711078256635,0.13232769876893527,0.33920621374572113
0.7483909952985034,0.3141877383910386,0.19146005071561675,0.38856789053788904
0.7260257504361483,0.314131260499972,0.16307991045467374,0.4236971387812855
0.7678758677164643,0.2561284663746214,0.12876959163174234,0.3207944212580246
0.7251637906251621,0.3520372605942357,0.13722727250881633,0.24458194147829837
0.7435774501505793,0.3464828233736405,0.11013188757977957,0.27006700637279285
0.6450979783685766,0.18378028791836618,0.13419146917413158,0.32553856410761506
0.17835511802625628,0.39964672248504945,0.13232629849064426,0.3080612239993835
0.18675678777169394,0.414256292653505,0.13862755079972253,0.3142224484793713
0.18983740001168775,0.42760561236014494,0.14093800997971787,0.30703435325271866
0.1574909714917525,0.43068622460013883,0.1702038262596594,0.3830227885059
0.15348617557976052,0.46667804427073345,0.17366951502965247,0.3704949653965919
0.16365219597174016,0.47910318030537524,0.17366951502965236,0.3479038089699704
0.15941635414174848,0.45877113952141607,0.16943367319966066,0.3896974483592195
0.1521307061941632,0.46086082149087837,0.165875566062468,0.37772413545311073
0.17212387963172313,0.46868044222672905,0.17713520379964545,0.36659285655926616
0.1356956398937961,0.46328937080673993,0.1702808415656592,0.373883638860585
0.1628050276057419,0.4486051191294361,0.16265632627167448,0.3648471762899366
0.1559506653717554,0.47997602044004006,0.16327244871967297,0.3696734687992601
0.23057849688560628,0.20010239843660022,0.15842048444168289,0.3829201014312336
0.23320471882020094,0.203660505573793,0.16307991045467365,0.372754081039254
0.24997865246696732,0.2322383184534692,0.1668074512650661,0.3752391082461823
0.26488881570853745,0.24714848169503933,0.1668074512650661,0.372754081039254
